Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
113,Arabica,nucoffee,Brazil,sitio claro,1000 m,Sul de Minas,10,60 kg,2011,"December 3rd, 2011",Catuai,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,0,0.0,Green,2,m,1000.0,1000.0,1000.0
115,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,350,"dongshan dist., tainan city 臺南市東山區",10,20 kg,2016,"May 18th, 2016",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,0,0.0,Green,0,m,350.0,350.0,350.0
116,Arabica,kawacom uganda ltd,Uganda,mt.elgon bugisu shamba 2,1400-1900,eastern,1,60 kg,2013,"June 30th, 2014",SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,0,0.0,Green,1,m,1400.0,1900.0,1650.0
117,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,14,100 lbs,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,3,0.0,,15,ft,,,
118,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,1500-2000 m,Sidama,300,6,2009/2010,"June 17th, 2010",,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,0.1,0,0.0,,2,m,1500.0,2000.0,1750.0
119,Arabica,philip schluter,Ethiopia,contact | sidacoop@ethionet.net,1500-2000 m,Sidama,300,6,2009/2010,"June 17th, 2010",,,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,0,0.0,,4,m,1500.0,2000.0,1750.0
120,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,,chiang rai,50,50 kg,2015,"June 27th, 2016",Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,0,0.0,Green,0,m,,,
121,Arabica,lydiah mwangi,Kenya,karatina,1800,nyeri,150,60 kg,2014,"June 2nd, 2015",SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,0,0.0,Green,0,m,1800.0,1800.0,1800.0
122,Arabica,cadexsa,Honduras,cerro bueno,1450 msnm,La Paz,275,1 kg,2014,"April 25th, 2014",Catuai,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0,0.0,Green,4,m,1450.0,1450.0,1450.0
123,Arabica,the coffee source inc.,El Salvador,several,1200 mts,santa ana,250,69 kg,2010-2011,"August 23rd, 2011",,,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,0,0.0,,3,m,1200.0,1200.0,1200.0
124,Arabica,grounds for health admin,Nicaragua,santa martha,800-1050m,jinotega,2,6,2009 - 2010,"May 31st, 2010",,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,0,0.0,,2,m,800.0,1050.0,925.0
125,Arabica,consejo salvadoreño del café,El Salvador,monterrey,1350,apaneca,150,69 kg,2016,"June 26th, 2017",Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,0,0.0,Blue-Green,2,m,1350.0,1350.0,1350.0
126,Arabica,sanjava coffee,Indonesia,sran temanggung plantation,1200,Central Java,2,1 kg,2016,"November 24th, 2016",Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,Green,7,m,1200.0,1200.0,1200.0
127,Arabica,松澤宏樹 koju matsuzawa,Japan,ada farm,170,ada okinawa japan,20,1 kg,,"November 2nd, 2016",Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,0,0.0,Green,0,m,170.0,170.0,170.0
128,Arabica,rodrigo soto,Costa Rica,rio jorco,1150,tarrazu,15,69 kg,2015,"October 4th, 2016",Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,Blue-Green,2,m,1150.0,1150.0,1150.0
129,Arabica,juan luis alvarado romero,Guatemala,san diego buena vista,1600,acatenango,120,34 kg,2015,"June 1st, 2016",Bourbon,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,84.67,0.1,0,0.0,Green,1,m,1600.0,1600.0,1600.0
130,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,1750,tarrazu,50,1 lbs,2014,"July 6th, 2015",Caturra,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,Green,0,m,1750.0,1750.0,1750.0
131,Arabica,essencecoffee,Ethiopia,moplaco,1900m,yirgacheffe,250,30 kg,2014,"May 23rd, 2015",Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,,3,m,1900.0,1900.0,1900.0
132,Arabica,essencecoffee,Costa Rica,finca salaca las brisas,1750m,costa rica,20,69 kg,2014,"May 23rd, 2015",Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,0,0.0,Green,1,m,1750.0,1750.0,1750.0
133,Arabica,eric thormaehlen,Costa Rica,various,1200,west valley,275,1 kg,2014,"March 5th, 2014",Catuai,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,0,0.0,Green,4,m,1200.0,1200.0,1200.0
134,Arabica,rob tuttle,Costa Rica,,,,1,2 kg,2012,"January 3rd, 2014",,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,0.0,1,0.0,Green,10,m,,,
135,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,dragon 龍咖啡,1000 m,taichung xinshe 台中市新社區,10,30 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,0,0.0,Green,0,m,1000.0,1000.0,1000.0
136,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1550,santander,250,70 kg,2013,"December 20th, 2013",Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0.0,0,0.0,Green,0,m,1550.0,1550.0,1550.0
137,Arabica,dream together,Kenya,,2000,nyeri,235,60 kg,2012,"September 16th, 2012",SL28,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,Bluish-Green,0,m,2000.0,2000.0,2000.0
138,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,4300,santa rosa,250,1 kg,2012,"July 17th, 2012",Bourbon,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,0.11,0,0.0,Green,4,ft,1310.64,1310.64,1310.64
139,Arabica,juan luis alvarado romero,Guatemala,valparaiso,5000,acatenango,125,1 kg,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,84.67,0.12,0,0.0,Green,4,ft,1524.0,1524.0,1524.0
140,Arabica,organizaciones de productores de cafe colimense,Mexico,"el nogal, la higuera, los laureles",1200,colima,80,1 kg,2012,"July 2nd, 2012",Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,0,0.0,,3,m,1200.0,1200.0,1200.0
141,Arabica,afca,Uganda,,1700-1850m,mbale,320,60 kg,2012,"February 13th, 2012",Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,Blue-Green,3,m,1700.0,1850.0,1775.0
143,Arabica,ethiopia commodity exchange,Ethiopia,contact | sidacoop@ethionet.net,1500-2000 m,Sidama,300,6,2009/2010,"June 17th, 2010",,,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,84.67,0.2,0,0.0,,3,m,1500.0,2000.0,1750.0
144,Arabica,jungle estate,Kenya,jungle estate,1754,nyeri,66,60 kg,,"January 11th, 2018",SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,Blue-Green,5,m,1754.0,1754.0,1754.0
145,Arabica,racafe & cia s.c.a,Colombia,,1500,santander,250,70 kg,2016,"January 10th, 2017",Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,0.0,0,0.0,Blue-Green,4,m,1500.0,1500.0,1500.0
146,Arabica,racafe & cia s.c.a,Colombia,,,huila,125,70 kg,2016,"December 28th, 2016",Caturra,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.0,0,1.0,Green,5,m,,,
147,Arabica,daniel magu,Kenya,blend,1800,nyeri,100,60 kg,2013,"July 21st, 2014",Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,0,0.0,Bluish-Green,2,m,1800.0,1800.0,1800.0
148,Arabica,juan luis alvarado romero,Guatemala,el morito,5000 ft.,jalapa,250,69 kg,2014,"May 29th, 2014",Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,Green,1,ft,1524.0,1524.0,1524.0
149,Arabica,juan luis alvarado romero,Guatemala,el papaturro,4000 psn,santa rosa,250,69 kg,2014,"March 24th, 2014",Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,0.09,0,0.0,Green,0,ft,1219.2,1219.2,1219.2
150,Arabica,compañia colombiana agroindustrial s.a,Colombia,,1550,santander,250,70 kg,2013,"December 20th, 2013",Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,0.0,0,0.0,,0,m,1550.0,1550.0,1550.0
151,Arabica,racafe & cia s.c.a,Colombia,,1600 a 1900 msnm,huila,75,70 kg,2013,"December 6th, 2013",Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,0.0,0,0.0,,5,m,1600.0,1900.0,1750.0
152,Arabica,taylor winch (coffee) ltd.,Kenya,,,,11,660 kg,2013,"August 30th, 2013",SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,0.0,0,0.0,Green,0,m,,,
153,Arabica,exportadora de cafe condor s.a,Colombia,,1750 msnm,huila,250,70 kg,2012,"July 17th, 2013",Caturra,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0.0,0,0.0,Green,2,m,1750.0,1750.0,1750.0
154,Arabica,lusso lab,Costa Rica,la chaparral,1450 ~ 1700 m,tres rios,1,1 kg,2012,"March 12th, 2013",Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,Bluish-Green,2,m,1450.0,1700.0,1575.0
155,Arabica,exportadora de cafe condor s.a,Colombia,various,1800 msnm,huila,250,70 kg,2012,"October 9th, 2012",Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,0,0.0,Green,6,m,1800.0,1800.0,1800.0
156,Arabica,nucoffee,Brazil,fazenda recreio,1300m,grama valley,37,60 kg,2011,"December 23rd, 2011",Bourbon,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,Green,2,m,1300.0,1300.0,1300.0
157,Arabica,nucoffee,Brazil,fazenda vista alegre,1100m,Minas Gerais,35,60 kg,2011,"December 3rd, 2011",Catuai,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,0,0.0,Blue-Green,1,m,1100.0,1100.0,1100.0
158,Arabica,max gurdian,Costa Rica,,1200,central valley,275,18975 kg,2017 / 2018,"November 28th, 2017",Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,0,0.0,Bluish-Green,2,m,1200.0,1200.0,1200.0
159,Arabica,ecom japan limited,Uganda,kawacom sipi project,1750,eastern,200,12000 kg,2016,"March 14th, 2017",SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,Green,1,m,1750.0,1750.0,1750.0
160,Arabica,yunnan coffee exchange,China,menglian ban’an coffee processing factory,1680,yunnan,3,60 kg,2015,"April 6th, 2016",Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,0.1,0,0.0,Green,1,m,1680.0,1680.0,1680.0
161,Arabica,fabian calderon mora,Costa Rica,coopetarrazú,1700,tarrazu,250,1 lbs,2014,"July 6th, 2015",Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,0,0.0,Green,0,m,1700.0,1700.0,1700.0
162,Arabica,federacion nacional de cafeteros,Colombia,,1800,cauca,275,2 kg,2015/2016,"June 5th, 2015",Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,1,0.0,Green,0,m,1800.0,1800.0,1800.0
163,Arabica,eric wu,China,"puer jiangcheng fuwang coffee biotechnology co., ltd",above 1100m,yunnan,1,2 kg,2013,"June 16th, 2014",Other,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,0.0,0,0.0,Green,2,m,1100.0,1100.0,1100.0
164,Arabica,juan luis alvarado romero,Guatemala,el sacramento,4300,santa rosa,250,69 kg,2013,"February 26th, 2013",Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,0.11,0,0.0,Green,2,ft,1310.64,1310.64,1310.64
165,Arabica,dream together,Kenya,rumukia farmers,2000 m,nyeri,235,60 kg,2012,"September 16th, 2012",SL28,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,Blue-Green,0,m,2000.0,2000.0,2000.0
166,Arabica,maria imelda uscanga martinez,Mexico,la barranca,1350,Veracruz,56,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,0.12,0,0.0,Green,0,m,1350.0,1350.0,1350.0
167,Arabica,alfredo bojalil,Mexico,finca el retiro,1500,chiapas,250,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,,4,m,1500.0,1500.0,1500.0
168,Arabica,juan luis alvarado romero,Guatemala,nueva granada,,ocotepeque,250,69 kg,2012,"February 16th, 2012",Bourbon,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,Green,2,m,,,
171,Arabica,max gurdian,Costa Rica,several farmers,1300,tarrazu,275,69 kg,2016,"March 23rd, 2017",Caturra,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,7.92,84.42,0.1,0,0.0,Blue-Green,3,m,1300.0,1300.0,1300.0
172,Arabica,aulia arif syahri,Indonesia,darmawi,1400,Sumatra,200,30 kg,2017,"March 14th, 2017",Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,0.0,0,0.0,Blue-Green,3,m,1400.0,1400.0,1400.0
173,Arabica,carcafe ltda ci,Colombia,,,pitalito,304,35 kg,2015/2016,"January 25th, 2016",Caturra,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,7.67,84.42,0.0,0,0.0,Green,1,m,,,
174,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,275,70 kg,2014,"July 9th, 2014",Caturra,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.42,0.0,0,0.0,Green,3,m,1600.0,1950.0,1775.0
175,Arabica,kao ming lee,Taiwan,tropica galliard,1200m,"mountain ali, taiwan",2,2 kg,2012,"July 10th, 2013",Typica,Washed / Wet,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.75,84.42,0.11,0,0.0,Blue-Green,0,m,1200.0,1200.0,1200.0
176,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,5,100 lbs,2012,"January 21st, 2013",Hawaiian Kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,0,0.0,Blue-Green,1,ft,,,
177,Arabica,maria amalia guadalupe toriello elorza,Mexico,finca la chiripa,900,chiapas,69,1 kg,2012,"June 6th, 2012",Pacamara,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,7.83,84.42,0.12,2,0.0,,4,m,900.0,900.0,900.0
179,Arabica,lydiah mwangi,Kenya,kigwandi,1800,nyeri,150,60 kg,2017 / 2018,"August 3rd, 2017",SL28,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,0,0.0,Green,4,m,1800.0,1800.0,1800.0
180,Arabica,bismarck castro,Honduras,las cuchillas,1500,comayagua,275,66 kg,2016,"May 11th, 2017",Caturra,,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,0,0.0,Green,3,m,1500.0,1500.0,1500.0
181,Arabica,raúl vargas,Colombia,,,huila,275,70 kg,2016,"February 20th, 2017",Caturra,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,7.5,84.33,0.0,0,3.0,Green,5,m,,,
182,Arabica,bismarck castro,Honduras,los hicaques,1500,comayagua,275,69 kg,2016,"April 4th, 2016",Catuai,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,0,1.0,Green,2,m,1500.0,1500.0,1500.0
184,Arabica,carcafe ltda ci,Colombia,,442 msnm,huila,250,70 kg,2015,"April 29th, 2015",Caturra,Natural / Dry,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,7.33,84.33,0.11,6,0.0,Green,0,m,442.0,442.0,442.0
185,Arabica,exportadora de cafe condor s.a,Colombia,,1800,huila,275,70 kg,2013,"July 19th, 2013",Caturra,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,8.17,84.33,0.0,0,0.0,Green,0,m,1800.0,1800.0,1800.0
186,Arabica,victor hugo melchor cordova,Mexico,la distancia,1700,chiapas,100,80 kg,2012,"July 27th, 2012",Typica,Washed / Wet,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,7.83,84.33,0.12,0,0.0,Blue-Green,1,m,1700.0,1700.0,1700.0
187,Arabica,nucoffee,Brazil,santa alina,1200m to 1350m,grama valley,75,60 kg,2011,"October 28th, 2011",Yellow Bourbon,,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0.0,0,0.0,,4,m,1200.0,1350.0,1275.0
188,Arabica,nucoffee,Brazil,fazenda baipendi,900-1200m,Sul de Minas,80,60 kg,2011,"October 28th, 2011",,,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,0,0.0,,2,m,900.0,1200.0,1050.0
189,Arabica,benjamin schmerler,Ethiopia,,3600-6200 ft,oromia,1,132 lbs,,"June 14th, 2011",,,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,0.0,0,0.0,,1,ft,1097.28,1889.76,1493.52
190,Arabica,the coffee source inc.,Guatemala,las minas,4400-4700 ft,santa rosa,250,1,December 2009-March 2010,"April 30th, 2010",,,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,0.04,1,0.0,,1,ft,1341.12,1432.56,1386.84
191,Arabica,"lin, che-hao krude 林哲豪",Taiwan,馨晴咖啡 good mood coffee,1000,國姓鄉 guoshing township,10,5 kg,2016,"August 10th, 2017",Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,0,0.0,Blue-Green,0,m,1000.0,1000.0,1000.0
192,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,1200,chiang rai,20,25 kg,2015,"November 2nd, 2016",Catimor,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,0,0.0,Green,0,m,1200.0,1200.0,1200.0
193,Arabica,carcafe ltda ci,Colombia,,2560,nariño,275,70 kg,2016,"August 5th, 2016",Caturra,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,Green,2,m,2560.0,2560.0,2560.0
194,Arabica,juan luis alvarado romero,Guatemala,finca medina,1500,antigua,230,69 kg,2016,"May 23rd, 2016",Caturra,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.11,0,4.0,Green,4,m,1500.0,1500.0,1500.0
195,Arabica,juan luis alvarado romero,Guatemala,finca san vicente,3607,huehuetenango,275,69 kg,2015,"April 6th, 2016",Caturra,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,Green,1,ft,1099.4136,1099.4136,1099.4136
196,Arabica,yunnan coffee exchange,China,menglian county nayun town mangzhang coffee farm,1400,yunnan,3,60 kg,2015,"April 6th, 2016",Catimor,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.25,0.1,0,0.0,Green,1,m,1400.0,1400.0,1400.0
197,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,275,70 kg,2015,"November 19th, 2015",Caturra,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,Green,3,m,1600.0,1950.0,1775.0
198,Arabica,racafe & cia s.c.a,Colombia,,de 1600 a 1950 msnm,huila,248,70 kg,2015,"October 26th, 2015",Caturra,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,7.75,84.25,0.12,4,0.0,Green,2,m,1600.0,1950.0,1775.0
199,Arabica,federacion nacional de cafeteros,Colombia,,1800,cauca,275,2 kg,2015/2016,"June 5th, 2015",Other,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,Green,0,m,1800.0,1800.0,1800.0
200,Arabica,carcafe ltda ci,Colombia,,442 msnm,huila,250,70 kg,2015,"April 29th, 2015",Caturra,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.12,3,0.0,Green,0,m,442.0,442.0,442.0
201,Arabica,tembo coffee company ltd,Tanzania,jacksom mwasenga,1620m,shizingo village,10,60 kg,2014,"December 12th, 2014",Other,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,0,0.0,Green,7,m,1620.0,1620.0,1620.0
202,Arabica,taylor winch (t) ltd,Tanzania,suma jkt itende,1600,mbeya,65,60 kg,2014,"December 12th, 2014",Other,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,Green,2,m,1600.0,1600.0,1600.0
203,Arabica,juan luis alvarado romero,Guatemala,el papaturro,4000 psnm,santa rosa,250,69 kg,2014,"August 21st, 2014",Bourbon,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,Green,1,ft,1219.2,1219.2,1219.2
204,Arabica,exportadora de cafe condor s.a,Colombia,,1700,cauca,250,70 kg,2013,"October 1st, 2013",Caturra,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,Green,2,m,1700.0,1700.0,1700.0
205,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,7,100 lbs,2012,"December 11th, 2012",Hawaiian Kona,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,7.83,84.25,0.11,1,0.0,Bluish-Green,1,ft,,,
206,Arabica,jesus salazar velasco,Mexico,pante carajillo,1450,chiapas,10,1 kg,2012,"September 11th, 2012",Typica,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,Green,1,m,1450.0,1450.0,1450.0
207,Arabica,manuel herrera juarez,Mexico,finca los barreales,1170,veracruz,20,1 kg,2012,"April 9th, 2012",Bourbon,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,7.75,84.25,0.12,0,0.0,Green,0,m,1170.0,1170.0,1170.0
208,Arabica,alfredo bojalil,Mexico,finca santa teresa,1400,chiapas,250,1 kg,2012,"April 2nd, 2012",Bourbon,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,7.83,84.25,0.1,0,0.0,Bluish-Green,4,m,1400.0,1400.0,1400.0
209,Arabica,afca,Uganda,,1700m,kasese,1,60 kg,2012,"February 13th, 2012",Other,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,0.13,4,0.0,Green,29,m,1700.0,1700.0,1700.0
210,Arabica,juan luis alvarado romero,Guatemala,piamonte,1700,ocotepeque,50,69 kg,2017,"June 1st, 2017",Bourbon,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,7.75,84.17,0.13,0,0.0,Green,1,m,1700.0,1700.0,1700.0
211,Arabica,racafe & cia s.c.a,Colombia,,,huila,250,70 kg,2016,"August 19th, 2016",Caturra,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.0,0,0.0,Green,2,m,,,
212,Arabica,wayner jimenez,Costa Rica,los girasoles,1700,tarrazu,150,69 kg,2016,"August 19th, 2016",Caturra,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,8.0,84.17,0.09,0,0.0,Bluish-Green,2,m,1700.0,1700.0,1700.0
