Unnamed: 0,Species,Owner,Country_of_Origin,Farm.Name,Altitude,Region,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,CoffeeScore,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Aroma_Bucket,Flavor_Bucket,Aftertaste_Bucket,Acidity_Bucket,Body_Bucket,Balance_Bucket,Uniformity_Bucket,Clean.Cup_Bucket,Sweetness_Bucket,Category.One.Defects_Bucket,Category.Two.Defects_Bucket,CoffeeScore_Bucket
1096,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,1600,sierra madre occidental,60,69 kg,2016,"April 26th, 2016",Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,80.25,0.1,0,0.0,Green,2,m,1600.0,1600.0,1600.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average,Low
1097,Arabica,bob mccauley,Myanmar,waylead farms,3000 ft,South Shan State,2,2 kg,2015,"August 27th, 2015",Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,80.25,0.11,1,0.0,Green,26,ft,914.4,914.4,914.4,High,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low
1098,Arabica,u htun htun,Myanmar,thein kone,4287,ywar ngan,1,2 kg,2014,"July 17th, 2015",Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,80.25,0.0,0,0.0,Green,1,m,4287.0,4287.0,4287.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1099,Arabica,gloria antonieta escobar urrutia,Nicaragua,finca el consuelo,900 m.s.n.m.,matagalpa,275,69 kg,2015,"February 20th, 2015",Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,80.25,0.11,0,0.0,Green,2,m,900.0,900.0,900.0,Low,Low,Low,Low,Average,Low,Low,Low,Low,Low,Average,Low
1100,Arabica,eileen koyanagi,United States (HI),,,kona,2,100 lbs,2014,"March 3rd, 2014",Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0.0,Green,13,ft,,,,Low,Low,High,Average,Low,Average,Low,Low,Low,High,High,Low
1101,Arabica,honor dela fuente,Colombia,,,,1,2 kg,2012,"January 8th, 2014",Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0.0,Green,0,m,,,,Low,High,High,High,High,Average,Low,Low,Low,Low,Low,Low
1102,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,weng hui ling 翁惠鈴,700 m,chiayi fanlu嘉義縣番路鄉,5,30 kg,2013/2014,"December 26th, 2013",Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,80.25,0.11,0,0.0,Green,0,m,700.0,700.0,700.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1103,Arabica,the coffee source inc.,Guatemala,several,1400,santa rosa,250,1 kg,2012,"January 9th, 2013",Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,0.11,1,0.0,Green,12,m,1400.0,1400.0,1400.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low
1104,Arabica,saul m. hernandez ramirez,Mexico,mirador,808,Hidalgo,10,1 kg,2012,"September 27th, 2012",Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,80.25,0.11,2,0.0,None,8,m,808.0,808.0,808.0,Average,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low
1105,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,1550,dala,1,2 kg,2017,"May 9th, 2017",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,80.17,0.0,0,0.0,,2,m,1550.0,1550.0,1550.0,Low,Low,Low,Average,Low,Low,Low,Low,Low,Low,Average,Low
1106,Arabica,"exportadora atlantic, s.a.",Nicaragua,los mesones,1100 - 1275 mts,jinotega,275,2 kg,2015,"April 24th, 2015",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,80.17,0.11,0,0.0,,2,m,1100.0,1275.0,1187.5,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average,Low
1107,Arabica,cadexsa,Honduras,cerro bueno,1400 msnm,La Paz,275,1 kg,2015,"January 26th, 2015",Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0.11,0,0.0,Green,0,m,1400.0,1400.0,1400.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1108,Arabica,juan luis alvarado romero,Guatemala,el morito,4300,santa rosa,250,69 kg,2013,"August 7th, 2013",Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.17,0.11,0,0.0,Green,2,ft,1310.64,1310.64,1310.64,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average,Low
1109,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",1250,Veracruz,20,1 kg,2012,"October 9th, 2012",Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.17,0.11,0,0.0,Green,2,m,1250.0,1250.0,1250.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average,Low
1110,Arabica,israel eduardo paz garcia,Mexico,el carrizo,1550,oaxaca,15,1 kg,2012,"September 13th, 2012",Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,80.17,0.14,1,0.0,Green,2,m,1550.0,1550.0,1550.0,Average,Low,Low,Average,Low,Low,Low,Low,Low,High,Average,Low
1111,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,1000,veracruz,15,1 kg,2012,"September 10th, 2012",Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,80.17,0.12,0,0.0,Green,12,m,1000.0,1000.0,1000.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1112,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,4300,santa rosa,250,1 kg,2012,"May 24th, 2012",Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,0.11,0,0.0,Green,5,ft,1310.64,1310.64,1310.64,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1114,Arabica,brayan cunha souza,Brazil,,1100,Minas Gerais,440,60 kg,2017 / 2018,"November 29th, 2017",Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,80.08,0.11,0,0.0,Green,5,m,1100.0,1100.0,1100.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1115,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,850公尺,苗栗泰安,10,60 kg,2014,"November 23rd, 2014",Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,80.08,0.07,0,0.0,Green,0,m,850.0,850.0,850.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1116,Arabica,honor dela fuente,Nicaragua,,,,1,5 lbs,2013,"February 25th, 2014",,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,80.08,0.1,0,0.0,Green,4,m,,,,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average,Low
1117,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,200 m,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,10,30 kg,2013/2014,"December 26th, 2013",Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,Green,0,m,200.0,200.0,200.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1118,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,150 m,changhua baguashan 彰化市八卦山,10,30 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,Green,0,m,150.0,150.0,150.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1119,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,wu kun shan coffee 吳焜山咖啡園,250 m,changhua baguashan 彰化市八卦山,10,30 kg,2013/2014,"December 26th, 2013",Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,80.08,0.11,0,0.0,Green,0,m,250.0,250.0,250.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1120,Arabica,israel eduardo paz garcia,Mexico,el tabaco,1300,oaxaca,13,1 kg,2012,"September 14th, 2012",Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,80.08,0.15,0,0.0,None,0,m,1300.0,1300.0,1300.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1121,Arabica,federico pacheco perez,Mexico,,1300,chiapas,10,1 kg,2012,"August 30th, 2012",Typica,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,80.08,0.14,1,0.0,Green,17,m,1300.0,1300.0,1300.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low
1122,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,1250,jinotega,275,69 kg,2017,"June 13th, 2017",Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,80.0,0.1,0,0.0,Green,5,m,1250.0,1250.0,1250.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1123,Arabica,ngu shwe li,Myanmar,doe kwin,3845,pyinoolwin,1,2 kg,2015,"July 17th, 2015",Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,80.0,0.0,0,0.0,Green,4,m,3845.0,3845.0,3845.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average,Low
1124,Arabica,kurt kappeli,Mexico,various,1300 to 1500 meters,chiapas,280,2 kg,2014,"May 1st, 2014",Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,80.0,0.0,0,0.0,Green,2,m,1300.0,1500.0,1400.0,Average,High,Average,Average,Average,Average,Low,Low,Low,Low,Average,Low
1125,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhang li hong coffee 張立宏咖啡莊園,250 m,changhua baguashan 彰化市八卦山,10,30 kg,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7.0,80.0,0.11,0,0.0,Green,0,m,250.0,250.0,250.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1126,Arabica,doi tung development project,Thailand,doi tung development project,800++,chiang rai,2,1 kg,2012,"May 29th, 2013",,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,80.0,0.0,0,0.0,Green,0,m,800.0,800.0,800.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1127,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",1250,Veracruz,20,1 kg,2012,"September 10th, 2012",Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,80.0,0.12,0,0.0,Green,9,m,1250.0,1250.0,1250.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1128,Arabica,semiramis casas velazquez,Mexico,"santa clara, california y camila",1100,oaxaca,256,1 kg,2012,"September 4th, 2012",Other,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,80.0,0.11,0,0.0,Green,12,m,1100.0,1100.0,1100.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1130,Arabica,federacion nacional de cafeteros,Colombia,,,huila,275,2 kg,2015,"April 23rd, 2015",,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,79.92,0.0,0,0.0,Green,1,m,,,,High,Average,High,High,High,Low,Low,Low,Low,Low,Low,Low
1131,Arabica,eileen koyanagi,United States (HI),,,kona,12,100 kg,2014,"May 12th, 2014",Hawaiian Kona,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,7.0,79.92,0.11,1,0.0,Green,3,ft,,,,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Average,Low
1132,Arabica,calixto guillen vazquez,Mexico,various,1300,chiapas,400,1 kg,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,79.92,0.12,0,0.0,Green,4,m,1300.0,1300.0,1300.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average,Low
1133,Arabica,alejandro garcia palacios,Mexico,finca buenos aires,1100,chiapas,10,1 kg,2012,"September 11th, 2012",Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,79.92,0.12,1,0.0,Green,7,m,1100.0,1100.0,1100.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low
1134,Arabica,christina dusing,Mexico,rancho san francisco iii,1100,veracruz,82,1 kg,2012,"August 30th, 2012",Bourbon,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,79.92,0.0,0,0.0,,0,m,1100.0,1100.0,1100.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1135,Arabica,montegrande,Mexico,finca monte grande,1100,chiapas,250,1 kg,2012,"July 26th, 2012",Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,79.92,0.11,0,0.0,Green,3,m,1100.0,1100.0,1100.0,Low,Low,Low,Low,Average,Low,Low,Low,Low,Low,Average,Low
1136,Arabica,pablo enrique martinez gama,Mexico,finca la orduña,1250,Veracruz,100,1 kg,2012,"July 11th, 2012",Typica,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,79.92,0.12,0,0.0,Green,6,m,1250.0,1250.0,1250.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1137,Arabica,jesus carlos cadena valdivia,Mexico,finca huehuetecpan,1250,veracruz,209,1 kg,2012,"July 11th, 2012",Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,79.92,0.11,0,0.0,Green,0,m,1250.0,1250.0,1250.0,Low,Low,Low,Average,Low,Low,Low,Low,Low,Low,Low,Low
1139,Arabica,kennedy macharia,Kenya,yara estate / benvar estate,1500,kiambu,200,12000 kg,2017,"August 25th, 2017",SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,79.83,0.11,0,1.0,,5,m,1500.0,1500.0,1500.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1140,Arabica,juan luis alvarado romero,Guatemala,piamonte,1700,ocotepeque,50,69 kg,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,0.1,0,0.0,Green,2,m,1700.0,1700.0,1700.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average,Low
1141,Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,1250,jinotega,75,2 kg,2014,"March 30th, 2015",Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,79.83,0.11,0,0.0,Green,0,m,1250.0,1250.0,1250.0,Low,Low,Low,Low,Average,Low,Low,Low,Low,Low,Low,Low
1142,Arabica,sergio de la vequia bernardi,Mexico,la cuchilla,1300,veracruz,250,1 kg,2012,"July 11th, 2012",Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,79.83,0.12,0,0.0,Green,3,m,1300.0,1300.0,1300.0,Low,Low,Low,Low,Average,Low,Low,Low,Low,Low,Average,Low
1143,Arabica,kona pacific farmers cooperative,United States (HI),,,kona,12,100 lbs,2012,"April 5th, 2012",Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7.17,79.83,0.12,7,0.0,Blue-Green,10,ft,,,,Average,Low,Low,Low,Average,Low,Low,Low,Low,High,High,Low
1144,Arabica,juan luis alvarado romero,Guatemala,la esperanza,1901.64,santa rosa,25,69 kg,2016,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,4.0,Green,1,m,190164.0,190164.0,190164.0,Low,Low,Low,Average,Low,Low,Low,Low,Low,Low,Low,Low
1145,Arabica,"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,800-1200,"taiwu township , pingtung county 屏東縣泰武鄉",28,50 kg,2014,"March 21st, 2015",Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0.0,0,0.0,,0,m,800.0,1200.0,1000.0,High,Low,Low,Low,Average,High,Low,Low,Low,Low,Low,Low
1146,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baijiada coffee farm佰加達咖啡莊園,500-700m,"baihe dist., tainan city 臺南市白河區",50,20 kg,2013,"July 28th, 2014",Typica,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,7.0,79.75,0.1,0,0.0,Blue-Green,0,m,500.0,700.0,600.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1147,Arabica,doi tung development project,Thailand,,800++,chiang rai,1,1 kg,2013,"June 16th, 2014",,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7.0,79.75,0.12,0,0.0,Green,0,m,800.0,800.0,800.0,Low,Low,Low,Average,Low,Low,Low,Low,Low,Low,Low,Low
1148,Arabica,dane loraas,Peru,,,huanuco,320,5 lbs,2013,"January 23rd, 2014",,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,7.17,79.75,0.12,1,0.0,Green,2,m,,,,Low,Low,Low,Low,Average,Low,Low,Low,Low,High,Average,Low
1149,Arabica,the coffee source inc.,Costa Rica,several,1100,brunca,275,2 kg,2013,"September 23rd, 2013",Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,79.75,0.1,0,0.0,Bluish-Green,4,m,1100.0,1100.0,1100.0,Average,Average,High,High,Average,Average,Low,Low,Low,Low,Average,Low
1150,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,1400,chiapas,310,1 kg,2013,"March 29th, 2013",Typica,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,79.75,0.12,0,0.0,Green,4,m,1400.0,1400.0,1400.0,Average,Low,Low,Low,Average,Low,Low,Low,Low,Low,Average,Low
1151,Arabica,leonides de la cruz lopez,Mexico,comonyaj noptic s de ss,1022,chiapas,275,1 kg,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,79.75,0.13,0,0.0,Green,4,m,1022.0,1022.0,1022.0,Average,Low,Low,Average,Average,Low,Low,Low,Low,Low,Average,Low
1152,Arabica,calixto guillen vazquez,Mexico,various,1300,chiapas,380,1 kg,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,79.75,0.12,0,0.0,Green,5,m,1300.0,1300.0,1300.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1153,Arabica,israel eduardo paz garcia,Mexico,peña negra,1450,oaxaca,12,1 kg,2012,"September 14th, 2012",Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.75,0.14,0,0.0,None,0,m,1450.0,1450.0,1450.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1154,Arabica,alfredo bojalil,Mexico,el vergel,1050,pochutla,250,1 kg,2012,"September 4th, 2012",Typica,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7.0,79.75,0.1,1,0.0,Green,22,m,1050.0,1050.0,1050.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low
1155,Arabica,lusso lab,Guatemala,genuine antigua medina,,antigua,275,69 kg,2012,"July 23rd, 2012",Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,79.75,0.0,0,0.0,Green,4,m,,,,Average,Low,Average,Low,Low,Low,Low,Low,Low,Low,Average,Low
1156,Arabica,montegrande,Mexico,finca monte grande,1100,chiapas,36,1 kg,2012,"June 6th, 2012",Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,7.33,79.75,0.12,0,0.0,,7,m,1100.0,1100.0,1100.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1157,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,4000,santa rosa,25,69 kg,2016,"June 22nd, 2017",Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,2.0,Green,1,ft,1219.2,1219.2,1219.2,Low,Low,Low,Average,Low,Low,Low,Low,Low,Low,Low,Low
1158,Arabica,consejo salvadoreño del café,El Salvador,la montaña,1250,cacahuatique,275,69 kg,2016,"March 23rd, 2017",Bourbon,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,79.67,0.0,0,0.0,Bluish-Green,12,m,1250.0,1250.0,1250.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1159,Arabica,doi tung development project,Thailand,,800++,chiang rai,1,1 kg,2013,"June 16th, 2014",,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,7.08,79.67,0.12,0,0.0,Blue-Green,0,m,800.0,800.0,800.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1160,Arabica,juan luis alvarado romero,Guatemala,la castellana,4300,santa rosa,250,69 kg,2013,"June 27th, 2013",Bourbon,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7.0,79.67,0.11,0,0.0,Green,6,ft,1310.64,1310.64,1310.64,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1161,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,1400,chiapas,310,1 kg,2013,"March 29th, 2013",Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,79.67,0.12,0,0.0,Green,6,m,1400.0,1400.0,1400.0,Low,Low,Low,Average,Low,Low,Low,Low,Low,Low,High,Low
1162,Arabica,saul m. hernandez ramirez,Mexico,el encinal,975,Hidalgo,10,1 kg,2012,"September 27th, 2012",Caturra,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,79.67,0.13,5,0.0,None,6,m,975.0,975.0,975.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low
1163,Arabica,alfredo bojalil,Mexico,consolapa,1264,Veracruz,253,1 kg,2012,"June 4th, 2012",Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,7.08,79.67,0.0,0,0.0,,9,m,1264.0,1264.0,1264.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1165,Arabica,obed rendon ponce,Mexico,tepetzingo,1250,mexico,50,1 kg,2012,"September 17th, 2012",Typica,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,79.58,0.12,0,0.0,None,11,m,1250.0,1250.0,1250.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1166,Arabica,armando luis pohlenz martinez,Mexico,,1550,chiapas,250,1 kg,2012,"August 30th, 2012",Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,79.58,0.13,0,0.0,Green,5,m,1550.0,1550.0,1550.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1167,Arabica,exportadora de cafe condor s.a,Colombia,,1800 msnm,huila,250,70 kg,4T/10,"February 9th, 2011",,,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,6.92,79.58,0.1,0,0.0,,4,m,1800.0,1800.0,1800.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Average,Low
1168,Arabica,carl walker,Guatemala,la igualdad,3500 - 5200 feet,ocotepeque,223,69 kg,2009/2010,"January 13th, 2011",,,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,7.08,79.58,0.17,1,0.0,,19,ft,1066.8,1584.96,1325.88,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low
1169,Arabica,cooperativa el gorrion r.l,Nicaragua,las nubes,1050,jinotega,275,69 kg,2015,"July 6th, 2015",Caturra,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,7.0,79.5,0.12,0,0.0,Green,6,m,1050.0,1050.0,1050.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low
1170,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,su-zhen huang 黃素真,700m公尺,nantou,10,2 kg,2014,"May 23rd, 2015",Typica,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,7.0,79.5,0.0,0,0.0,,1,m,700.0,700.0,700.0,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
1171,Arabica,exportadora de cafe condor s.a,Colombia,,1550 msnm,cundinamarca,250,70 kg,2013,"June 21st, 2013",Caturra,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,79.5,0.0,0,0.0,Green,2,m,1550.0,1550.0,1550.0,High,Average,Average,Low,Average,Average,Low,Low,Low,Low,Average,Low
1172,Arabica,armando luis pohlenz martinez,Mexico,,1550,chiapas,250,1 kg,2012,"August 1st, 2012",Caturra,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7.0,79.5,0.12,1,0.0,Green,20,m,1550.0,1550.0,1550.0,Low,Low,Low,Low,Average,Low,Low,Low,Low,High,High,Low
